File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13Q1_006__250m_16_days_NDVI_doy2013225_aid0001,_250m_16_days_NDVI,aid0001,2013-08-13,476194.0,-0.0946,0.973,"(-0.0946,0.973)",0.6688,0.1886,0.0356,0.846,0.973,0.7068,0.0503,0.5147
MOD13Q1_006__250m_16_days_NDVI_doy2013241_aid0001,_250m_16_days_NDVI,aid0001,2013-08-29,476188.0,-0.0403,0.9885,"(-0.0403,0.9885)",0.6822,0.1763,0.0311,0.8476,0.9885,0.7165,0.0932,0.545
MOD13Q1_006__250m_16_days_NDVI_doy2013257_aid0001,_250m_16_days_NDVI,aid0001,2013-09-14,476136.0,-0.0617,0.991,"(-0.0617,0.991)",0.6963,0.1514,0.0229,0.8277,0.991,0.7356,0.2243,0.5863
MOD13Q1_006__250m_16_days_NDVI_doy2013273_aid0001,_250m_16_days_NDVI,aid0001,2013-09-30,475555.0,-0.0915,0.9979,"(-0.0915,0.9979)",0.6672,0.1652,0.0273,0.8147,0.9979,0.6997,0.1434,0.546
MOD13Q1_006__250m_16_days_NDVI_doy2013289_aid0001,_250m_16_days_NDVI,aid0001,2013-10-16,476171.0,-0.1786,0.9832,"(-0.1786,0.9832)",0.6436,0.1203,0.0145,0.7348,0.9734,0.6725,0.3243,0.5706
MOD13Q1_006__250m_16_days_NDVI_doy2013305_aid0001,_250m_16_days_NDVI,aid0001,2013-11-01,471633.0,-0.1528,0.9989,"(-0.1528,0.9989)",0.6113,0.1688,0.0285,0.7196,0.9777,0.6477,0.2894,0.5475
MOD13Q1_006__250m_16_days_NDVI_doy2013321_aid0001,_250m_16_days_NDVI,aid0001,2013-11-17,474868.0,-0.1834,0.9986,"(-0.1834,0.9986)",0.6389,0.1233,0.0152,0.7167,0.9254,0.6503,0.3687,0.5775
MOD13Q1_006__250m_16_days_NDVI_doy2013337_aid0001,_250m_16_days_NDVI,aid0001,2013-12-03,473619.0,-0.129,0.999,"(-0.129,0.999)",0.578,0.1511,0.0228,0.6785,0.9533,0.5967,0.2205,0.4953
MOD13Q1_006__250m_16_days_NDVI_doy2013353_aid0001,_250m_16_days_NDVI,aid0001,2013-12-19,476085.0,-0.1922,0.9989,"(-0.1922,0.9989)",0.6026,0.136,0.0185,0.6851,0.9143,0.6141,0.3031,0.5323
MOD13Q1_006__250m_16_days_NDVI_doy2014001_aid0001,_250m_16_days_NDVI,aid0001,2014-01-01,473006.0,-0.1922,0.9989,"(-0.1922,0.9989)",0.5816,0.1455,0.0212,0.6733,0.9226,0.5997,0.2576,0.507
MOD13Q1_006__250m_16_days_NDVI_doy2014017_aid0001,_250m_16_days_NDVI,aid0001,2014-01-17,473071.0,-0.1798,0.9984,"(-0.1798,0.9984)",0.3059,0.2431,0.0591,0.5252,0.9984,0.2739,-0.1798,0.0689
MOD13Q1_006__250m_16_days_NDVI_doy2014033_aid0001,_250m_16_days_NDVI,aid0001,2014-02-02,472879.0,-0.175,0.998,"(-0.175,0.998)",0.4558,0.205,0.042,0.5962,0.9557,0.5071,-0.0033,0.3564
MOD13Q1_006__250m_16_days_NDVI_doy2014049_aid0001,_250m_16_days_NDVI,aid0001,2014-02-18,476061.0,-0.1721,0.9823,"(-0.1721,0.9823)",0.5446,0.1057,0.0112,0.6107,0.8,0.5483,0.2952,0.4845
MOD13Q1_006__250m_16_days_NDVI_doy2014065_aid0001,_250m_16_days_NDVI,aid0001,2014-03-06,476194.0,-0.1944,0.8907,"(-0.1944,0.8907)",0.5469,0.1005,0.0101,0.6134,0.7967,0.5523,0.3079,0.4912
MOD13Q1_006__250m_16_days_NDVI_doy2014081_aid0001,_250m_16_days_NDVI,aid0001,2014-03-22,476176.0,0.0198,0.9765,"(0.0198,0.9765)",0.5829,0.0928,0.0086,0.6473,0.8279,0.5867,0.3463,0.5269
MOD13Q1_006__250m_16_days_NDVI_doy2014097_aid0001,_250m_16_days_NDVI,aid0001,2014-04-07,475786.0,-0.0147,0.9973,"(-0.0147,0.9973)",0.6785,0.1027,0.0105,0.7457,0.9128,0.7001,0.4665,0.634
MOD13Q1_006__250m_16_days_NDVI_doy2014113_aid0001,_250m_16_days_NDVI,aid0001,2014-04-23,475241.0,-0.0154,0.999,"(-0.0154,0.999)",0.7113,0.1149,0.0132,0.7867,0.9743,0.7408,0.4735,0.6614
MOD13Q1_006__250m_16_days_NDVI_doy2014129_aid0001,_250m_16_days_NDVI,aid0001,2014-05-09,475983.0,0.0231,0.9945,"(0.0231,0.9945)",0.7636,0.1088,0.0118,0.846,0.9945,0.7917,0.5023,0.7085
MOD13Q1_006__250m_16_days_NDVI_doy2014145_aid0001,_250m_16_days_NDVI,aid0001,2014-05-25,476165.0,0.1024,0.9938,"(0.1024,0.9938)",0.7432,0.1061,0.0113,0.8229,0.9938,0.7704,0.4777,0.6848
MOD13Q1_006__250m_16_days_NDVI_doy2014161_aid0001,_250m_16_days_NDVI,aid0001,2014-06-10,475211.0,-0.0485,0.9994,"(-0.0485,0.9994)",0.7304,0.1286,0.0165,0.837,0.9994,0.7507,0.3605,0.6464
MOD13Q1_006__250m_16_days_NDVI_doy2014177_aid0001,_250m_16_days_NDVI,aid0001,2014-06-26,475594.0,0.0227,0.9985,"(0.0227,0.9985)",0.6799,0.1432,0.0205,0.8051,0.9985,0.6944,0.2141,0.5687
MOD13Q1_006__250m_16_days_NDVI_doy2014193_aid0001,_250m_16_days_NDVI,aid0001,2014-07-12,476159.0,-0.0408,0.9933,"(-0.0408,0.9933)",0.6902,0.1541,0.0237,0.8266,0.9933,0.7241,0.1962,0.574
MOD13Q1_006__250m_16_days_NDVI_doy2014209_aid0001,_250m_16_days_NDVI,aid0001,2014-07-28,473194.0,-0.023,0.9996,"(-0.023,0.9996)",0.6597,0.1783,0.0318,0.8173,0.9996,0.6801,0.1186,0.5378
MOD13Q1_006__250m_16_days_NDVI_doy2014225_aid0001,_250m_16_days_NDVI,aid0001,2014-08-13,473107.0,-0.0802,0.9994,"(-0.0802,0.9994)",0.6571,0.1886,0.0356,0.8251,0.9994,0.6925,0.0769,0.5258
MOD13Q1_006__250m_16_days_NDVI_doy2014241_aid0001,_250m_16_days_NDVI,aid0001,2014-08-29,470346.0,-0.1012,0.9994,"(-0.1012,0.9994)",0.6046,0.2006,0.0402,0.769,0.9994,0.6277,0.0445,0.4792
MOD13Q1_006__250m_16_days_NDVI_doy2014257_aid0001,_250m_16_days_NDVI,aid0001,2014-09-14,475696.0,0.02,0.9981,"(0.02,0.9981)",0.6702,0.149,0.0222,0.796,0.9981,0.7074,0.2213,0.5661
MOD13Q1_006__250m_16_days_NDVI_doy2014273_aid0001,_250m_16_days_NDVI,aid0001,2014-09-30,476102.0,-0.1594,0.9976,"(-0.1594,0.9976)",0.6824,0.1368,0.0187,0.7958,0.9976,0.7232,0.2803,0.5896
MOD13Q1_006__250m_16_days_NDVI_doy2014289_aid0001,_250m_16_days_NDVI,aid0001,2014-10-16,474866.0,-0.1642,0.9983,"(-0.1642,0.9983)",0.6524,0.1619,0.0262,0.7627,0.9983,0.7011,0.329,0.5892
MOD13Q1_006__250m_16_days_NDVI_doy2014305_aid0001,_250m_16_days_NDVI,aid0001,2014-11-01,473136.0,-0.0926,0.9991,"(-0.0926,0.9991)",0.529,0.2205,0.0486,0.6911,0.9991,0.6017,0.0079,0.4178
MOD13Q1_006__250m_16_days_NDVI_doy2014321_aid0001,_250m_16_days_NDVI,aid0001,2014-11-17,475671.0,-0.1869,0.9986,"(-0.1869,0.9986)",0.6299,0.1467,0.0215,0.7181,0.9144,0.6562,0.3909,0.5872
MOD13Q1_006__250m_16_days_NDVI_doy2014337_aid0001,_250m_16_days_NDVI,aid0001,2014-12-03,469779.0,-0.1681,0.9991,"(-0.1681,0.9991)",0.3621,0.2263,0.0512,0.5606,0.9991,0.3909,-0.1681,0.1318
MOD13Q1_006__250m_16_days_NDVI_doy2014353_aid0001,_250m_16_days_NDVI,aid0001,2014-12-19,475657.0,-0.1968,0.9993,"(-0.1968,0.9993)",0.4087,0.2513,0.0632,0.6169,0.9993,0.4312,-0.1968,0.1801
MOD13Q1_006__250m_16_days_NDVI_doy2015001_aid0001,_250m_16_days_NDVI,aid0001,2015-01-01,474715.0,-0.1968,0.9988,"(-0.1968,0.9988)",0.5969,0.178,0.0317,0.6977,0.9128,0.6328,0.3392,0.5543
MOD13Q1_006__250m_16_days_NDVI_doy2015017_aid0001,_250m_16_days_NDVI,aid0001,2015-01-17,469539.0,-0.1875,0.9993,"(-0.1875,0.9993)",0.3482,0.2606,0.0679,0.5918,0.9993,0.3369,-0.1875,0.0913
MOD13Q1_006__250m_16_days_NDVI_doy2015033_aid0001,_250m_16_days_NDVI,aid0001,2015-02-02,474596.0,-0.1173,0.9989,"(-0.1173,0.9989)",0.3896,0.2136,0.0456,0.555,0.9989,0.4485,-0.1173,0.2158
MOD13Q1_006__250m_16_days_NDVI_doy2015049_aid0001,_250m_16_days_NDVI,aid0001,2015-02-18,475520.0,-0.1675,0.998,"(-0.1675,0.998)",0.4927,0.1529,0.0234,0.5852,0.8018,0.522,0.2237,0.4406
MOD13Q1_006__250m_16_days_NDVI_doy2015065_aid0001,_250m_16_days_NDVI,aid0001,2015-03-06,476158.0,-0.1531,0.9806,"(-0.1531,0.9806)",0.5225,0.1018,0.0104,0.5841,0.7612,0.5257,0.2889,0.466
MOD13Q1_006__250m_16_days_NDVI_doy2015081_aid0001,_250m_16_days_NDVI,aid0001,2015-03-22,474926.0,-0.162,0.9975,"(-0.162,0.9975)",0.5149,0.1206,0.0145,0.5892,0.792,0.5204,0.2512,0.454
MOD13Q1_006__250m_16_days_NDVI_doy2015097_aid0001,_250m_16_days_NDVI,aid0001,2015-04-07,476188.0,-0.1103,0.8906,"(-0.1103,0.8906)",0.588,0.1008,0.0102,0.6588,0.8574,0.5934,0.3278,0.5264
MOD13Q1_006__250m_16_days_NDVI_doy2015113_aid0001,_250m_16_days_NDVI,aid0001,2015-04-23,476057.0,-0.0566,0.9937,"(-0.0566,0.9937)",0.7037,0.0996,0.0099,0.7729,0.9435,0.7184,0.4752,0.6538
MOD13Q1_006__250m_16_days_NDVI_doy2015129_aid0001,_250m_16_days_NDVI,aid0001,2015-05-09,475934.0,0.0498,0.9981,"(0.0498,0.9981)",0.759,0.1071,0.0115,0.8376,0.9981,0.7864,0.5089,0.7061
MOD13Q1_006__250m_16_days_NDVI_doy2015145_aid0001,_250m_16_days_NDVI,aid0001,2015-05-25,476095.0,-0.0085,0.9954,"(-0.0085,0.9954)",0.7615,0.1182,0.014,0.8562,0.9954,0.7871,0.4447,0.6916
MOD13Q1_006__250m_16_days_NDVI_doy2015161_aid0001,_250m_16_days_NDVI,aid0001,2015-06-10,475762.0,-0.0215,0.9988,"(-0.0215,0.9988)",0.7407,0.1287,0.0166,0.8491,0.9988,0.7546,0.3714,0.658
MOD13Q1_006__250m_16_days_NDVI_doy2015177_aid0001,_250m_16_days_NDVI,aid0001,2015-06-26,476172.0,0.0081,0.9949,"(0.0081,0.9949)",0.6876,0.1549,0.024,0.8316,0.9949,0.7031,0.1614,0.5633
MOD13Q1_006__250m_16_days_NDVI_doy2015193_aid0001,_250m_16_days_NDVI,aid0001,2015-07-12,472765.0,-0.0016,0.9994,"(-0.0016,0.9994)",0.6267,0.2004,0.0401,0.8108,0.9994,0.6325,-0.0016,0.4695
MOD13Q1_006__250m_16_days_NDVI_doy2015209_aid0001,_250m_16_days_NDVI,aid0001,2015-07-28,476170.0,0.0834,0.9961,"(0.0834,0.9961)",0.6206,0.1979,0.0392,0.8172,0.9961,0.6309,0.0834,0.4479
MOD13Q1_006__250m_16_days_NDVI_doy2015225_aid0001,_250m_16_days_NDVI,aid0001,2015-08-13,476081.0,0.0265,0.9958,"(0.0265,0.9958)",0.6442,0.1898,0.036,0.8259,0.9958,0.6676,0.0265,0.484
MOD13Q1_006__250m_16_days_NDVI_doy2015241_aid0001,_250m_16_days_NDVI,aid0001,2015-08-29,476119.0,-0.0777,0.9982,"(-0.0777,0.9982)",0.6614,0.1922,0.0369,0.8415,0.9982,0.7018,0.0,0.4996
MOD13Q1_006__250m_16_days_NDVI_doy2015257_aid0001,_250m_16_days_NDVI,aid0001,2015-09-14,468812.0,-0.0541,0.9992,"(-0.0541,0.9992)",0.6354,0.2026,0.041,0.8182,0.9992,0.6573,-0.0101,0.485
MOD13Q1_006__250m_16_days_NDVI_doy2015273_aid0001,_250m_16_days_NDVI,aid0001,2015-09-30,476189.0,-0.1844,0.9304,"(-0.1844,0.9304)",0.6648,0.1839,0.0338,0.8328,0.9304,0.7152,0.0615,0.5187
MOD13Q1_006__250m_16_days_NDVI_doy2015289_aid0001,_250m_16_days_NDVI,aid0001,2015-10-16,475059.0,-0.0517,0.9973,"(-0.0517,0.9973)",0.5839,0.1308,0.0171,0.6775,0.9283,0.6049,0.2593,0.5102
MOD13Q1_006__250m_16_days_NDVI_doy2015305_aid0001,_250m_16_days_NDVI,aid0001,2015-11-01,476187.0,-0.1666,0.9979,"(-0.1666,0.9979)",0.5954,0.1181,0.0139,0.6796,0.8987,0.6147,0.3076,0.5308
MOD13Q1_006__250m_16_days_NDVI_doy2015321_aid0001,_250m_16_days_NDVI,aid0001,2015-11-17,462486.0,-0.0968,0.9993,"(-0.0968,0.9993)",0.2775,0.2479,0.0614,0.4537,0.9993,0.187,-0.0968,0.0725
MOD13Q1_006__250m_16_days_NDVI_doy2015337_aid0001,_250m_16_days_NDVI,aid0001,2015-12-03,469569.0,-0.1551,0.9988,"(-0.1551,0.9988)",0.6581,0.1392,0.0194,0.747,0.979,0.673,0.3603,0.5923
MOD13Q1_006__250m_16_days_NDVI_doy2015353_aid0001,_250m_16_days_NDVI,aid0001,2015-12-19,475810.0,-0.0948,0.9988,"(-0.0948,0.9988)",0.6642,0.1266,0.016,0.746,0.9729,0.6758,0.3678,0.5947
MOD13Q1_006__250m_16_days_NDVI_doy2016001_aid0001,_250m_16_days_NDVI,aid0001,2016-01-01,467788.0,-0.1943,0.999,"(-0.1943,0.999)",0.4945,0.2591,0.0671,0.6941,0.999,0.5776,-0.1943,0.2722
MOD13Q1_006__250m_16_days_NDVI_doy2016017_aid0001,_250m_16_days_NDVI,aid0001,2016-01-17,475519.0,-0.192,0.9978,"(-0.192,0.9978)",0.5404,0.2116,0.0448,0.6738,0.9461,0.6028,0.2198,0.4922
MOD13Q1_006__250m_16_days_NDVI_doy2016033_aid0001,_250m_16_days_NDVI,aid0001,2016-02-02,464823.0,-0.1526,0.9992,"(-0.1526,0.9992)",0.3727,0.2259,0.051,0.5571,0.9992,0.3745,-0.1526,0.163
MOD13Q1_006__250m_16_days_NDVI_doy2016049_aid0001,_250m_16_days_NDVI,aid0001,2016-02-18,474425.0,-0.1071,0.9989,"(-0.1071,0.9989)",0.3093,0.2291,0.0525,0.5327,0.9989,0.2342,-0.1071,0.0992
MOD13Q1_006__250m_16_days_NDVI_doy2016065_aid0001,_250m_16_days_NDVI,aid0001,2016-03-05,476154.0,-0.1661,0.9865,"(-0.1661,0.9865)",0.5533,0.1066,0.0114,0.621,0.799,0.5623,0.3243,0.5023
MOD13Q1_006__250m_16_days_NDVI_doy2016081_aid0001,_250m_16_days_NDVI,aid0001,2016-03-21,475157.0,-0.0597,0.9989,"(-0.0597,0.9989)",0.5356,0.1182,0.014,0.6093,0.7981,0.5494,0.2946,0.4834
MOD13Q1_006__250m_16_days_NDVI_doy2016097_aid0001,_250m_16_days_NDVI,aid0001,2016-04-06,476129.0,-0.114,0.994,"(-0.114,0.994)",0.6546,0.1065,0.0113,0.7309,0.937,0.6629,0.3817,0.5912
MOD13Q1_006__250m_16_days_NDVI_doy2016113_aid0001,_250m_16_days_NDVI,aid0001,2016-04-22,476115.0,0.0146,0.9898,"(0.0146,0.9898)",0.7062,0.1011,0.0102,0.7727,0.9313,0.7302,0.5082,0.6669
MOD13Q1_006__250m_16_days_NDVI_doy2016129_aid0001,_250m_16_days_NDVI,aid0001,2016-05-08,476188.0,0.1242,0.985,"(0.1242,0.985)",0.7402,0.1066,0.0114,0.8123,0.985,0.7696,0.5203,0.6955
MOD13Q1_006__250m_16_days_NDVI_doy2016145_aid0001,_250m_16_days_NDVI,aid0001,2016-05-24,475675.0,0.027,0.9987,"(0.027,0.9987)",0.8,0.1064,0.0113,0.8718,0.9987,0.8327,0.5948,0.761
MOD13Q1_006__250m_16_days_NDVI_doy2016161_aid0001,_250m_16_days_NDVI,aid0001,2016-06-09,476194.0,0.0572,0.967,"(0.0572,0.967)",0.7708,0.1064,0.0113,0.8566,0.967,0.7921,0.4854,0.7081
MOD13Q1_006__250m_16_days_NDVI_doy2016177_aid0001,_250m_16_days_NDVI,aid0001,2016-06-25,471488.0,0.0014,0.9995,"(0.0014,0.9995)",0.6961,0.1616,0.0261,0.815,0.9995,0.7142,0.312,0.6138
MOD13Q1_006__250m_16_days_NDVI_doy2016193_aid0001,_250m_16_days_NDVI,aid0001,2016-07-11,476091.0,-0.1505,0.9957,"(-0.1505,0.9957)",0.6899,0.1574,0.0248,0.8394,0.9957,0.7095,0.1449,0.5615
MOD13Q1_006__250m_16_days_NDVI_doy2016209_aid0001,_250m_16_days_NDVI,aid0001,2016-07-27,469401.0,-0.0112,0.9993,"(-0.0112,0.9993)",0.6586,0.1982,0.0393,0.8276,0.9993,0.688,0.0726,0.5256
MOD13Q1_006__250m_16_days_NDVI_doy2016225_aid0001,_250m_16_days_NDVI,aid0001,2016-08-12,476073.0,-0.1321,0.9908,"(-0.1321,0.9908)",0.6827,0.1814,0.0329,0.8475,0.9908,0.7297,0.1031,0.5423
MOD13Q1_006__250m_16_days_NDVI_doy2016241_aid0001,_250m_16_days_NDVI,aid0001,2016-08-28,476156.0,-0.1068,0.9983,"(-0.1068,0.9983)",0.6569,0.1894,0.0359,0.8365,0.9983,0.6935,0.003,0.5019
MOD13Q1_006__250m_16_days_NDVI_doy2016257_aid0001,_250m_16_days_NDVI,aid0001,2016-09-13,476163.0,-0.176,0.9751,"(-0.176,0.9751)",0.6366,0.1943,0.0377,0.8226,0.9751,0.6728,0.015,0.4737
MOD13Q1_006__250m_16_days_NDVI_doy2016273_aid0001,_250m_16_days_NDVI,aid0001,2016-09-29,475940.0,-0.1073,0.9988,"(-0.1073,0.9988)",0.6299,0.1835,0.0337,0.8043,0.9988,0.6602,-0.0037,0.4779
MOD13Q1_006__250m_16_days_NDVI_doy2016289_aid0001,_250m_16_days_NDVI,aid0001,2016-10-15,475037.0,-0.0809,0.9991,"(-0.0809,0.9991)",0.6292,0.1688,0.0285,0.7695,0.9991,0.6543,0.114,0.5072
MOD13Q1_006__250m_16_days_NDVI_doy2016305_aid0001,_250m_16_days_NDVI,aid0001,2016-10-31,476145.0,-0.1476,0.9907,"(-0.1476,0.9907)",0.5884,0.1227,0.0151,0.6748,0.9159,0.6107,0.2701,0.5129
MOD13Q1_006__250m_16_days_NDVI_doy2016321_aid0001,_250m_16_days_NDVI,aid0001,2016-11-16,473794.0,-0.1324,0.999,"(-0.1324,0.999)",0.5933,0.1234,0.0152,0.6734,0.917,0.5972,0.2674,0.511
MOD13Q1_006__250m_16_days_NDVI_doy2016337_aid0001,_250m_16_days_NDVI,aid0001,2016-12-02,473197.0,-0.0989,0.9983,"(-0.0989,0.9983)",0.6078,0.1368,0.0187,0.6984,0.976,0.6055,0.2358,0.5133
MOD13Q1_006__250m_16_days_NDVI_doy2016353_aid0001,_250m_16_days_NDVI,aid0001,2016-12-18,469382.0,-0.189,0.9989,"(-0.189,0.9989)",0.5592,0.1609,0.0259,0.6695,0.9989,0.5489,0.112,0.4465
MOD13Q1_006__250m_16_days_NDVI_doy2017001_aid0001,_250m_16_days_NDVI,aid0001,2017-01-01,463763.0,-0.1996,0.999,"(-0.1996,0.999)",0.2214,0.2171,0.0471,0.3685,0.8567,0.1438,-0.1996,0.043
MOD13Q1_006__250m_16_days_NDVI_doy2017017_aid0001,_250m_16_days_NDVI,aid0001,2017-01-17,465924.0,-0.1507,0.9991,"(-0.1507,0.9991)",0.1978,0.2059,0.0424,0.3189,0.7384,0.1124,-0.1507,0.0392
MOD13Q1_006__250m_16_days_NDVI_doy2017033_aid0001,_250m_16_days_NDVI,aid0001,2017-02-02,475842.0,-0.1795,0.9989,"(-0.1795,0.9989)",0.4585,0.1664,0.0277,0.5704,0.8736,0.4603,0.0649,0.3682
MOD13Q1_006__250m_16_days_NDVI_doy2017049_aid0001,_250m_16_days_NDVI,aid0001,2017-02-18,474412.0,-0.1892,0.9979,"(-0.1892,0.9979)",0.4668,0.1642,0.0269,0.5769,0.8876,0.472,0.0574,0.3691
MOD13Q1_006__250m_16_days_NDVI_doy2017065_aid0001,_250m_16_days_NDVI,aid0001,2017-03-06,476188.0,-0.1213,0.9961,"(-0.1213,0.9961)",0.4746,0.1054,0.0111,0.5472,0.7689,0.4802,0.1777,0.3994
MOD13Q1_006__250m_16_days_NDVI_doy2017081_aid0001,_250m_16_days_NDVI,aid0001,2017-03-22,476157.0,-0.1518,0.8793,"(-0.1518,0.8793)",0.5563,0.1093,0.0119,0.6319,0.8408,0.5636,0.2832,0.4924
MOD13Q1_006__250m_16_days_NDVI_doy2017097_aid0001,_250m_16_days_NDVI,aid0001,2017-04-07,476170.0,-0.1292,0.9966,"(-0.1292,0.9966)",0.6463,0.1001,0.01,0.7163,0.9033,0.6586,0.4041,0.5914
MOD13Q1_006__250m_16_days_NDVI_doy2017113_aid0001,_250m_16_days_NDVI,aid0001,2017-04-23,474079.0,-0.0038,0.9985,"(-0.0038,0.9985)",0.6656,0.1459,0.0213,0.7606,0.9816,0.704,0.3919,0.6131
MOD13Q1_006__250m_16_days_NDVI_doy2017129_aid0001,_250m_16_days_NDVI,aid0001,2017-05-09,476112.0,0.0799,0.997,"(0.0799,0.997)",0.7433,0.1045,0.0109,0.8134,0.9707,0.7741,0.5374,0.703
MOD13Q1_006__250m_16_days_NDVI_doy2017145_aid0001,_250m_16_days_NDVI,aid0001,2017-05-25,475982.0,0.0663,0.9969,"(0.0663,0.9969)",0.7944,0.1065,0.0113,0.8713,0.9969,0.8279,0.5613,0.7473
MOD13Q1_006__250m_16_days_NDVI_doy2017161_aid0001,_250m_16_days_NDVI,aid0001,2017-06-10,476065.0,0.11,0.9974,"(0.11,0.9974)",0.7731,0.1122,0.0126,0.8637,0.9974,0.7988,0.4677,0.7053
MOD13Q1_006__250m_16_days_NDVI_doy2017177_aid0001,_250m_16_days_NDVI,aid0001,2017-06-26,475960.0,-0.1567,0.9989,"(-0.1567,0.9989)",0.73,0.1353,0.0183,0.8538,0.9989,0.745,0.2878,0.6274
MOD13Q1_006__250m_16_days_NDVI_doy2017193_aid0001,_250m_16_days_NDVI,aid0001,2017-07-12,476194.0,-0.022,0.9808,"(-0.022,0.9808)",0.7077,0.1646,0.0271,0.8537,0.9808,0.75,0.1778,0.5833
MOD13Q1_006__250m_16_days_NDVI_doy2017209_aid0001,_250m_16_days_NDVI,aid0001,2017-07-28,475650.0,0.0036,0.999,"(0.0036,0.999)",0.7127,0.1609,0.0259,0.8537,0.999,0.7504,0.2033,0.5935
MOD13Q1_006__250m_16_days_NDVI_doy2017225_aid0001,_250m_16_days_NDVI,aid0001,2017-08-13,476152.0,0.0579,0.9973,"(0.0579,0.9973)",0.7049,0.1485,0.022,0.8324,0.9973,0.7418,0.2444,0.5972
MOD13Q1_006__250m_16_days_NDVI_doy2017241_aid0001,_250m_16_days_NDVI,aid0001,2017-08-29,475879.0,-0.0629,0.9987,"(-0.0629,0.9987)",0.7052,0.1679,0.0282,0.8545,0.9987,0.7459,0.1823,0.5856
MOD13Q1_006__250m_16_days_NDVI_doy2017257_aid0001,_250m_16_days_NDVI,aid0001,2017-09-14,476191.0,-0.1598,0.999,"(-0.1598,0.999)",0.6757,0.1777,0.0316,0.8288,0.999,0.7161,0.1398,0.5532
MOD13Q1_006__250m_16_days_NDVI_doy2017273_aid0001,_250m_16_days_NDVI,aid0001,2017-09-30,476191.0,-0.1134,0.986,"(-0.1134,0.986)",0.6778,0.1196,0.0143,0.7685,0.986,0.707,0.3675,0.6081
MOD13Q1_006__250m_16_days_NDVI_doy2017289_aid0001,_250m_16_days_NDVI,aid0001,2017-10-16,476194.0,-0.0251,0.995,"(-0.0251,0.995)",0.6064,0.104,0.0108,0.6795,0.8751,0.631,0.3523,0.5486
MOD13Q1_006__250m_16_days_NDVI_doy2017305_aid0001,_250m_16_days_NDVI,aid0001,2017-11-01,476181.0,-0.0539,0.998,"(-0.0539,0.998)",0.6215,0.1395,0.0195,0.7153,0.952,0.6469,0.3208,0.5575
MOD13Q1_006__250m_16_days_NDVI_doy2017321_aid0001,_250m_16_days_NDVI,aid0001,2017-11-17,476162.0,-0.1775,0.9993,"(-0.1775,0.9993)",0.4323,0.2083,0.0434,0.5807,0.9993,0.4313,-0.1775,0.2688
MOD13Q1_006__250m_16_days_NDVI_doy2017337_aid0001,_250m_16_days_NDVI,aid0001,2017-12-03,476051.0,-0.1678,0.9993,"(-0.1678,0.9993)",0.4944,0.2335,0.0545,0.672,0.9993,0.567,-0.1678,0.3079
MOD13Q1_006__250m_16_days_NDVI_doy2017353_aid0001,_250m_16_days_NDVI,aid0001,2017-12-19,476067.0,-0.178,0.9992,"(-0.178,0.9992)",0.3382,0.2631,0.0692,0.5584,0.9992,0.2783,-0.178,0.0995
MOD13Q1_006__250m_16_days_NDVI_doy2018001_aid0001,_250m_16_days_NDVI,aid0001,2018-01-01,476145.0,-0.1889,0.9989,"(-0.1889,0.9989)",0.4905,0.1879,0.0353,0.6285,0.9989,0.505,-0.0412,0.3605
MOD13Q1_006__250m_16_days_NDVI_doy2018017_aid0001,_250m_16_days_NDVI,aid0001,2018-01-17,476055.0,-0.1369,0.9987,"(-0.1369,0.9987)",0.5285,0.2027,0.0411,0.6657,0.9987,0.568,0.0677,0.4265
MOD13Q1_006__250m_16_days_NDVI_doy2018033_aid0001,_250m_16_days_NDVI,aid0001,2018-02-02,476169.0,-0.1995,0.9989,"(-0.1995,0.9989)",0.3038,0.2449,0.06,0.5304,0.9989,0.2378,-0.1995,0.0695
MOD13Q1_006__250m_16_days_NDVI_doy2018049_aid0001,_250m_16_days_NDVI,aid0001,2018-02-18,476194.0,-0.169,0.9982,"(-0.169,0.9982)",0.4568,0.1696,0.0288,0.571,0.8719,0.4827,0.0695,0.3704
MOD13Q1_006__250m_16_days_NDVI_doy2018065_aid0001,_250m_16_days_NDVI,aid0001,2018-03-06,476188.0,-0.1907,0.9961,"(-0.1907,0.9961)",0.3222,0.1877,0.0352,0.4637,0.9282,0.3529,-0.1907,0.1527
MOD13Q1_006__250m_16_days_NDVI_doy2018081_aid0001,_250m_16_days_NDVI,aid0001,2018-03-22,476185.0,-0.1257,0.9069,"(-0.1257,0.9069)",0.5178,0.1007,0.0101,0.5832,0.7759,0.5185,0.262,0.4547
MOD13Q1_006__250m_16_days_NDVI_doy2018097_aid0001,_250m_16_days_NDVI,aid0001,2018-04-07,476194.0,-0.194,0.9763,"(-0.194,0.9763)",0.6112,0.1165,0.0136,0.699,0.9388,0.6243,0.2838,0.5329
MOD13Q1_006__250m_16_days_NDVI_doy2018113_aid0001,_250m_16_days_NDVI,aid0001,2018-04-23,476194.0,0.1142,0.9897,"(0.1142,0.9897)",0.7675,0.1042,0.0109,0.8436,0.9897,0.7948,0.5296,0.718
MOD13Q1_006__250m_16_days_NDVI_doy2018129_aid0001,_250m_16_days_NDVI,aid0001,2018-05-09,476194.0,0.0511,0.9996,"(0.0511,0.9996)",0.7788,0.1128,0.0127,0.8627,0.9996,0.8104,0.5137,0.7231
